"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","HM00108598","HM00110618","L2074","YA00082404","egd-e"
"group_2345","celA_2","PTS system cellobiose-specific EIIB component","5","5","1","1","1475","","","","335","335","335","HM00108598_00570","HM00110618_01365","HL2074_01049","YA00082404_00490","EGD-e_00893"
"degU","","Transcriptional regulatory protein DegU","5","5","1","1","2821","","","","686","686","686","HM00108598_00790","HM00110618_00924","HL2074_02488","YA00082404_00772","EGD-e_02604"
"mntR","","Transcriptional regulator MntR","5","5","1","1","304","","","","428","428","428","HM00108598_00370","HM00110618_00269","HL2074_01887","YA00082404_00618","EGD-e_01935"
"nrgB","","Nitrogen regulatory PII-like protein","5","5","1","1","2176","","","","365","365","365","HM00108598_01051","HM00110618_01306","HL2074_00412","YA00082404_01987","EGD-e_01546"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha","5","5","1","1","3178","","","","2291","2291","2291","HM00108598_01659","HM00110618_02170","HL2074_02177","YA00082404_01242","EGD-e_02220"
"nagB_2","","Glucosamine-6-phosphate deaminase 1","5","5","1","1","1477","","","","728","728","728","HM00108598_00572","HM00110618_01367","HL2074_01047","YA00082404_00488","EGD-e_00895"
"rpsQ","","30S ribosomal protein S17","5","5","1","1","3016","","","","263","263","263","HM00108598_00235","HM00110618_00035","HL2074_02667","YA00082404_00039","EGD-e_02721"
"rsbV","","Anti-sigma-B factor antagonist","5","5","1","1","1494","","","","344","344","344","HM00108598_00588","HM00110618_01383","HL2074_01031","YA00082404_00472","EGD-e_00911"
"group_2352","","hypothetical protein","5","5","1","1","3172","","","","317","317","317","HM00108598_01653","HM00110618_02164","HL2074_02171","YA00082404_01236","EGD-e_02214"
"era","","GTPase Era","5","5","1","1","2116","","","","905","905","905","HM00108598_02649","HM00110618_00648","HL2074_00467","YA00082404_01466","EGD-e_01491"
"ytmB","","putative protein YtmB","5","5","1","1","2337","","","","236","236","236","HM00108598_02592","HM00110618_01891","HL2074_00262","YA00082404_02276","EGD-e_01696"
"group_2355","","hypothetical protein","5","5","1","1","748","","","","209","209","209","HM00108598_01344","HM00110618_02999","HL2074_01246","YA00082404_03002","EGD-e_00693"
"ykuJ","","putative protein YkuJ","5","5","1","1","1615","","","","233","233","233","HM00108598_00709","HM00110618_00582","HL2074_00910","YA00082404_00351","EGD-e_01031"
"sufC","","Vegetative protein 296","5","5","1","1","3473","","","","785","785","785","HM00108598_00893","HM00110618_02099","HL2074_02386","YA00082404_01196","EGD-e_02502"
"rsbS","","RsbT antagonist protein RsbS","5","5","1","1","1491","","","","356","356","356","HM00108598_00585","HM00110618_01380","HL2074_01034","YA00082404_00475","EGD-e_00908"
"flhB","","Flagellar biosynthetic protein FlhB","5","5","1","1","742","","","","1046","1046","1046","HM00108598_01338","HM00110618_01401","HL2074_01240","YA00082404_02066","EGD-e_00699"
"group_236","","putative oxidoreductase","5","5","1","1","1478","","","","953","953","953","HM00108598_00573","HM00110618_01368","HL2074_01046","YA00082404_00487","EGD-e_00896"
"group_2360","","hypothetical protein","5","5","1","1","1614","","","","221","221","221","HM00108598_00708","HM00110618_00581","HL2074_00911","YA00082404_00352","EGD-e_01030"
"rpsN1","","30S ribosomal protein S14","5","5","1","1","3020","","","","185","185","185","HM00108598_00239","HM00110618_00031","HL2074_02663","YA00082404_00035","EGD-e_02717"
"rplP","","50S ribosomal protein L16","5","5","1","1","3014","","","","434","434","434","HM00108598_00233","HM00110618_00037","HL2074_02669","YA00082404_00041","EGD-e_02723"
"opuCC","","Carnitine transport binding protein OpuCC","5","5","1","1","2077","","","","926","926","926","HM00108598_02544","HM00110618_00684","HL2074_00503","YA00082404_01430","EGD-e_01455"
"ssbA_1","","Single-stranded DNA-binding protein A","5","5","1","1","2678","","","","536","536","536","HM00108598_02432","HM00110618_02521","HL2074_00045","YA00082404_02840","EGD-e_00045"
"yqfL_2","","Putative pyruvate, phosphate dikinase regulatory protein","5","5","1","1","2111","","","","824","824","824","HM00108598_02644","HM00110618_00653","HL2074_00472","YA00082404_01461","EGD-e_01486"
"dedA_2","","Protein DedA","5","5","1","1","2675","","","","659","659","659","HM00108598_02435","HM00110618_02518","HL2074_00042","YA00082404_02837","EGD-e_00042"
"group_2367","","hypothetical protein","5","5","1","1","648","","","","467","467","467","HM00108598_01251","HM00110618_01873","HL2074_01142","YA00082404_01647","EGD-e_00797"
"glnA","","Glutamine synthetase","5","5","1","1","1942","","","","1334","1334","1334","HM00108598_01889","HM00110618_02536","HL2074_00631","YA00082404_02857","EGD-e_01327"
"group_2369","","tRNA-Val(tac)","5","5","1","1","3524","","","","75","75","75","HM00108598_02197","HM00110618_03014","HL2074_02333","YA00082404_02236","EGD-e_02445"
"group_237","","hypothetical protein","5","5","1","1","1481","","","","1388","1388","1388","HM00108598_00575","HM00110618_01370","HL2074_01044","YA00082404_00485","EGD-e_00898"
"group_2370","","hypothetical protein","5","5","1","1","1547","","","","302","302","302","HM00108598_00644","HM00110618_00517","HL2074_00975","YA00082404_00416","EGD-e_00966"
"infC","","Translation initiation factor IF-3","5","5","1","1","405","","","","569","569","569","HM00108598_00277","HM00110618_02632","HL2074_01794","YA00082404_00525","EGD-e_01841"
"mrpC","","Na(+)/H(+) antiporter subunit C","5","5","1","1","3505","","","","347","347","347","HM00108598_02878","HM00110618_02275","HL2074_02356","YA00082404_02942","EGD-e_02468"
"group_2373","","hypothetical protein","5","5","1","1","2161","","","","272","272","272","HM00108598_01065","HM00110618_01292","HL2074_00426","YA00082404_02001","EGD-e_01532"
"group_2374","","hypothetical protein","5","5","1","1","2883","","","","323","323","323","HM00108598_00737","HM00110618_00871","HL2074_02543","YA00082404_00825","EGD-e_02659"
"fusA","","Elongation factor G","5","5","1","1","2985","","","","2087","2087","2087","HM00108598_00205","HM00110618_00065","HL2074_02698","YA00082404_00069","EGD-e_02752"
"plsC","","1-acyl-sn-glycerol-3-phosphate acyltransferase","5","5","1","1","2315","","","","608","608","608","HM00108598_00923","HM00110618_01117","HL2074_00282","YA00082404_01550","EGD-e_01676"
"group_2377","","hypothetical protein","5","5","1","1","113","","","","281","281","281","HM00108598_01388","HM00110618_00381","HL2074_02067","YA00082404_01919","EGD-e_02112"
"murI","","Glutamate racemase","5","5","1","1","1869","","","","800","800","800","HM00108598_01105","HM00110618_02020","HL2074_00696","YA00082404_00857","EGD-e_01262"
"cheY","","Chemotaxis protein CheY","5","5","1","1","730","","","","359","359","359","HM00108598_01326","HM00110618_01413","HL2074_01228","YA00082404_02054","EGD-e_00711"
"group_238","","hypothetical protein","5","5","1","1","1484","","","","1475","1475","1475","HM00108598_00578","HM00110618_01373","HL2074_01041","YA00082404_00482","EGD-e_00901"
"group_2380","","tRNA-Glu(ttc)","5","5","1","1","2353","","","","75","75","75","HM00108598_02577","HM00110618_01906","HL2074_00247","YA00082404_02261","EGD-e_01711"
"dnaA","","Chromosomal replication initiator protein DnaA","5","5","1","1","2625","","","","1355","1355","1355","HM00108598_02919","HM00110618_02608","HL2074_00001","YA00082404_00274","EGD-e_00001"
"group_2382","","hypothetical protein","5","5","1","1","995","","","","725","725","725","HM00108598_02796","HM00110618_02299","HL2074_01462","YA00082404_02581","EGD-e_00464"
"group_2383","","hypothetical protein","5","5","1","1","3105","","","","197","197","197","HM00108598_01428","HM00110618_00341","HL2074_02107","YA00082404_02150","EGD-e_02152"
"group_2384","","Carbohydrate deacetylase","5","5","1","1","3745","","","","737","737","737","HM00108598_01591","HM00110618_01528","HL2074_00186","YA00082404_01101","EGD-e_00189"
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","5","5","1","1","2045","","","","578","578","578","HM00108598_01759","HM00110618_01185","HL2074_00533","YA00082404_02466","EGD-e_01425"
"rplK","","50S ribosomal protein L11","5","5","1","1","1240","","","","425","425","425","HM00108598_01531","HM00110618_01044","HL2074_01656","YA00082404_02880","EGD-e_00260"
"group_2387","","hypothetical protein","5","5","1","1","1039","","","","203","203","203","HM00108598_02104","HM00110618_01976","HL2074_01490","YA00082404_01703","EGD-e_00430"
"group_2388","","hypothetical protein","5","5","1","1","3747","","","","677","677","677","HM00108598_01593","HM00110618_01530","HL2074_00188","YA00082404_01103","EGD-e_00191"
"group_2389","","hypothetical protein","5","5","1","1","3119","","","","227","227","227","HM00108598_01439","HM00110618_00330","HL2074_02120","YA00082404_02139","EGD-e_02163"
"hemY","","Protoporphyrinogen oxidase","5","5","1","1","1485","","","","1379","1379","1379","HM00108598_00579","HM00110618_01374","HL2074_01040","YA00082404_00481","EGD-e_00902"
"rpmB","","50S ribosomal protein L28","5","5","1","1","371","","","","188","188","188","HM00108598_00308","HM00110618_00207","HL2074_01826","YA00082404_00556","EGD-e_01873"
"veg","","Protein Veg","5","5","1","1","3743","","","","257","257","257","HM00108598_01589","HM00110618_01526","HL2074_00184","YA00082404_01099","EGD-e_00187"
"rpsE","","30S ribosomal protein S5","5","5","1","1","3024","","","","503","503","503","HM00108598_00243","HM00110618_00027","HL2074_02659","YA00082404_00031","EGD-e_02713"
"group_2393","","hypothetical protein","5","5","1","1","3001","","","","1886","1886","1886","HM00108598_00220","HM00110618_00050","HL2074_02682","YA00082404_00054","EGD-e_02736"
"malG_1","","Maltose transport system permease protein MalG","5","5","1","1","3142","","","","851","851","851","HM00108598_01460","HM00110618_00309","HL2074_02140","YA00082404_02118","EGD-e_02183"
"rpmH","","50S ribosomal protein L34","5","5","1","1","2623","","","","134","134","134","HM00108598_00001","HM00110618_01000","HL2074_02900","YA00082404_00272","EGD-e_02960"
"dps","","DNA protection during starvation protein","5","5","1","1","1546","","","","470","470","470","HM00108598_00643","HM00110618_00516","HL2074_00976","YA00082404_00417","EGD-e_00965"
"groL","","60 kDa chaperonin","5","5","1","1","99","","","","1628","1628","1628","HM00108598_01402","HM00110618_00367","HL2074_02081","YA00082404_01933","EGD-e_02126"
"trxA_2","","Thioredoxin","5","5","1","1","1865","","","","311","311","311","HM00108598_01109","HM00110618_02016","HL2074_00700","YA00082404_00861","EGD-e_01258"
"rpsK","","30S ribosomal protein S11","5","5","1","1","3032","","","","389","389","389","HM00108598_00251","HM00110618_00019","HL2074_02651","YA00082404_00023","EGD-e_02705"
"paiA","","Spermidine/spermine N(1)-acetyltransferase","5","5","1","1","605","","","","506","506","506","HM00108598_00512","HM00110618_02498","HL2074_01106","YA00082404_02689","EGD-e_00834"
"alr","","Alanine racemase","5","5","1","1","1487","","","","1106","1106","1106","HM00108598_00581","HM00110618_01376","HL2074_01038","YA00082404_00479","EGD-e_00904"
"rpmA","","50S ribosomal protein L27","5","5","1","1","2199","","","","290","290","290","HM00108598_01028","HM00110618_01329","HL2074_00389","YA00082404_01964","EGD-e_01569"
"gyrB","","DNA gyrase subunit B","5","5","1","1","2630","","","","1940","1940","1940","HM00108598_02914","HM00110618_02613","HL2074_00006","YA00082404_00279","EGD-e_00006"
"immR_1","","HTH-type transcriptional regulator ImmR","5","5","1","1","1901","","","","395","395","395","HM00108598_01072","HM00110618_02771","HL2074_00668","YA00082404_02738","EGD-e_01290"
"rpoZ","","DNA-directed RNA polymerase subunit omega","5","5","1","1","359","","","","206","206","206","HM00108598_00318","HM00110618_00217","HL2074_01836","YA00082404_00566","EGD-e_01883"
"rpmC","","50S ribosomal protein L29","5","5","1","1","3015","","","","191","191","191","HM00108598_00234","HM00110618_00036","HL2074_02668","YA00082404_00040","EGD-e_02722"
"liaR","","Transcriptional regulatory protein LiaR","5","5","1","1","1629","","","","638","638","638","HM00108598_00723","HM00110618_00596","HL2074_00896","YA00082404_00337","EGD-e_01045"
"group_2406","","hypothetical protein","5","5","1","1","48","","","","296","296","296","HM00108598_01972","HM00110618_01255","HL2074_01769","YA00082404_01571","EGD-e_01816"
"cspD_1","","Cold shock protein CspD","5","5","1","1","303","","","","200","200","200","HM00108598_00371","HM00110618_00270","HL2074_01888","YA00082404_00619","EGD-e_01936"
"group_2408","","hypothetical protein","5","5","1","1","1042","","","","191","191","191","HM00108598_02101","HM00110618_01973","HL2074_01493","YA00082404_01706","EGD-e_00427"
"xseB","","Exodeoxyribonuclease 7 small subunit","5","5","1","1","2009","","","","227","227","227","HM00108598_01724","HM00110618_01220","HL2074_00568","YA00082404_01308","EGD-e_01390"
"group_241","","hypothetical protein","5","5","1","1","1506","","","","674","674","674","HM00108598_00605","HM00110618_02118","HL2074_01016","YA00082404_00455","EGD-e_00926"
"coaA","","Pantothenate kinase","5","5","1","1","1525","","","","920","920","920","HM00108598_00623","HM00110618_02136","HL2074_00998","YA00082404_00437","EGD-e_00944"
"rny","","Ribonuclease Y","5","5","1","1","2048","","","","1562","1562","1562","HM00108598_01762","HM00110618_02750","HL2074_00530","YA00082404_02463","EGD-e_01428"
"pduL_1","","Phosphate propanoyltransferase","5","5","1","1","1811","","","","641","641","641","HM00108598_01159","HM00110618_01939","HL2074_00751","YA00082404_00911","EGD-e_01207"
"dnaC","","Replicative DNA helicase","5","5","1","1","2687","","","","1352","1352","1352","HM00108598_02769","HM00110618_02448","HL2074_00054","YA00082404_02745","EGD-e_00054"
"nirC","","Nitrite transporter NirC","5","5","1","1","847","","","","800","800","800","HM00108598_02043","HM00110618_02427","HL2074_01330","YA00082404_01764","EGD-e_00609"
"group_2415","gatB_2","PTS system galactitol-specific EIIB component","5","5","1","1","3109","","","","275","275","275","HM00108598_01432","HM00110618_00337","HL2074_02111","YA00082404_02146","EGD-e_02156"
"adhE_2","","Aldehyde-alcohol dehydrogenase","5","5","1","1","1808","","","","1460","1460","1460","HM00108598_01162","HM00110618_01936","HL2074_00754","YA00082404_00914","EGD-e_01204"
"group_2417","","hypothetical protein","5","5","1","1","2310","","","","422","422","422","HM00108598_00927","HM00110618_01113","HL2074_00286","YA00082404_01546","EGD-e_01672"
"plsX","","Phosphate acyltransferase","5","5","1","1","378","","","","1013","1013","1013","HM00108598_00301","HM00110618_00200","HL2074_01819","YA00082404_00549","EGD-e_01866"
"rpsS","","30S ribosomal protein S19","5","5","1","1","3011","","","","320","320","320","HM00108598_00230","HM00110618_00040","HL2074_02672","YA00082404_00044","EGD-e_02726"
"group_242","","hypothetical protein","5","5","1","1","1512","","","","1103","1103","1103","HM00108598_00611","HM00110618_02124","HL2074_01010","YA00082404_00449","EGD-e_00932"
"group_2420","gatB_1","PTS system galactitol-specific EIIB component","5","5","1","1","2972","","","","281","281","281","HM00108598_00192","HM00110618_00078","HL2074_02710","YA00082404_00082","EGD-e_02764"
"zapA","","Cell division protein ZapA","5","5","1","1","1861","","","","263","263","263","HM00108598_01113","HM00110618_02012","HL2074_00704","YA00082404_00865","EGD-e_01254"
"minD","","Septum site-determining protein MinD","5","5","1","1","2203","","","","800","800","800","HM00108598_01024","HM00110618_01333","HL2074_00385","YA00082404_01960","EGD-e_01573"
"sigA","","RNA polymerase sigma factor SigA","5","5","1","1","2107","","","","1124","1124","1124","HM00108598_02641","HM00110618_00656","HL2074_00475","YA00082404_01458","EGD-e_01483"
"rpmF_2","","50S ribosomal protein L32","5","5","1","1","121","","","","173","173","173","HM00108598_01381","HM00110618_00388","HL2074_02060","YA00082404_01912","EGD-e_02105"
"fabHA","","3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1","5","5","1","1","3229","","","","938","938","938","HM00108598_02306","HM00110618_02901","HL2074_02224","YA00082404_01363","EGD-e_02267"
